ign,pfid,mapfid,go_rating,rating30plus
muffinzzzz,7DF36D366AE84FC0,7DF36D366AE84FC0,825,1075
Xhenchi,534482636CC2C991,534482636CC2C991,824,949
Mr.Baller421,3954FE9B87B870C6,3954FE9B87B870C6,824,1003
JimmySpringer_HTTA,E4BD3645D7EB8E41,E4BD3645D7EB8E41,824,985
IronBoy_POTR,70822E45C391FD4C,70822E45C391FD4C,824,1105
VIPxSteel,4B466AA12897B98F,4B466AA12897B98F,823,1239
Joker_ISR,20D746B183FA0689,20D746B183FA0689,823,1076
SadCookieCrisp,AF7984D4555FE80A,AF7984D4555FE80A,823,1125
thatfamilyguy,60A9C56F40A81427,60A9C56F40A81427,823,1156
Buzacca_JR,E080236CFF4FFD69,E080236CFF4FFD69,823,1074
SWA_LilJug,B6BC57F1CD624C82,B6BC57F1CD624C82,823,1125
1JadenAW,59C3247F5DD1C0BB,59C3247F5DD1C0BB,823,977
Evildeeds_SIN,2918EE559458726E,2918EE559458726E,821,1101
JewishGuy,E7E4DC696B491BEF,E7E4DC696B491BEF,821,958
Eple_Man,197E6D46FA7D6123,197E6D46FA7D6123,821,1066
DqrkTimes,906C1B143F17C9B,906C1B143F17C9B,821,999
goonatic_HTTA,9C407141D884E344,9C407141D884E344,821,1018
OMEGA_Phoenix,F79AD6F9A76DBB64,F79AD6F9A76DBB64,821,1113
RBL_TheFur,F91BB99ED8C33544,F91BB99ED8C33544,821,1096
Cosmo,D67D9D32B4C21CA5,D67D9D32B4C21CA5,821,989
IZZY-OR-BART,A2EFE5986B94842A,A2EFE5986B94842A,821,1100
Sky Candy,1451C6EBD87F18A2,1451C6EBD87F18A2,821,645
TTP-SweatyGecko-TTV,6CD9273DE85E3F5A,6CD9273DE85E3F5A,820,1064
CentzZ,28ED4E524C1AC9D0,28ED4E524C1AC9D0,820,1161
NTB_ThirdPartyCharlie,24CD41F8B47BC60A,24CD41F8B47BC60A,820,1051
LUKEWARM_123,E89C26D65E6036FD,E89C26D65E6036FD,819,1114
J0N_CL0UD__SIN,7274ACF2607D318,7274ACF2607D318,819,1096
sperrylol,D13ADEA512F57899,D13ADEA512F57899,819,1074
Thc_2ez,8C50096899DC5607,8C50096899DC5607,819,1084
LOTxEjamesr,BBF84595527A8006,BBF84595527A8006,819,1107
Dragon69247,9FE7E1C3E41310A5,9FE7E1C3E41310A5,819,1086
THC_IceFlamer,30546333FC558F32,30546333FC558F32,818,1005
Eggify,7DC07C07C13D2661,7DC07C07C13D2661,817,1074
Wabez,8CD74CF2BE9A242D,8CD74CF2BE9A242D,817,1007
After_hour,C3F3D97070C2DB62,C3F3D97070C2DB62,816,1035
JoeSmoak,1D471B4A5ADE28E7,1D471B4A5ADE28E7,816,1084
LTK-WEAVO93,1E1D813476FAD6C3,1E1D813476FAD6C3,816,1180
Chumars,EB280ED333030628,EB280ED333030628,815,988
VIPxBlexy1,77015758BB8ABBE1,77015758BB8ABBE1,814,1052
samsonsin,BF562D934C53F4B6,BF562D934C53F4B6,814,973
EMP_Kipper,2401765793CF12A3,2401765793CF12A3,813,1043
TheMattGuy,BBE097F00FB754C5,BBE097F00FB754C5,813,954
SKS_HUNTSMITH,FFCDCF4CE9BC74B3,FFCDCF4CE9BC74B3,813,971
SKS_LemonD.Muncher,115887B45B80DD83,115887B45B80DD83,812,1166
CIC_Bxllacorn,5A922E0F4ACD9AF8,5A922E0F4ACD9AF8,811,993
792515909,1E5C1A70561702D3,1E5C1A70561702D3,811,1067
DohnJay,79FE3E86EC40B44A,79FE3E86EC40B44A,810,1021
Eaggle.vr._,49A1291EFD87C2BF,49A1291EFD87C2BF,810,1054
KOSXNottNoah,9A180CA0884134DF,9A180CA0884134DF,810,1020
HGH_Weoncito,4BB7A06DAD17AE74,4BB7A06DAD17AE74,810,1054
Aran77_HTTA,74858C942F89E7CD,74858C942F89E7CD,809,1096
FullAutoSam_Jr,6E89988254EC298A,6E89988254EC298A,808,991
dyl_billyy,3939B24F38E186F8,3939B24F38E186F8,808,1042
Timpan_SWE_YT,4D8466DB5C45C395,4D8466DB5C45C395,807,1064
SKS_Imperium,ECCD557530B6254A,ECCD557530B6254A,807,1054
WHOOP_DAT_TRICK,5C779C1A83BD7C35,5C779C1A83BD7C35,807,1179
RBL_Dingo8mybaby77,ADCF45082D430BF8,ADCF45082D430BF8,807,720
Jaxon_hymel,267A0E382663A0AE,267A0E382663A0AE,807,1137
Azzy4k,FDAAD45D9821E554,FDAAD45D9821E554,806,979
bltpls-ttv,34F95F9143B3720,34F95F9143B3720,806,1024
BaconME.ThreeSixSevn,CD8BBB703591C5DA,CD8BBB703591C5DA,806,969
SWA_AnorexicMonkey420,6F8767EE18EC8039,6F8767EE18EC8039,806,982
GIINJA,A378D91D55B1AAAD,A378D91D55B1AAAD,806,1015
JR22_PointGOD,97A3CC016B96B723,97A3CC016B96B723,806,584
R-TIST,40AF7DB7022DE49F,40AF7DB7022DE49F,805,1069
HTTA_Fizz85,479EA57AAF1F3F0,479EA57AAF1F3F0,805,1061
freischwimmerbronze,8F005C2E5618512F,8F005C2E5618512F,804,1016
Kronogon,71F5939E3C503E0D,71F5939E3C503E0D,803,1006
Jaxodemus,96F1D6C514E54C79,96F1D6C514E54C79,803,1087
TRO_MiltonYoder,E3B0C1BF31BD0800,E3B0C1BF31BD0800,803,1159
VR大板砖,C1633E559D08F2CE,C1633E559D08F2CE,803,1073
Jimmy_81,8712C350513F85FB,8712C350513F85FB,803,1013
gWinnie,B661FCBC7F435793,B661FCBC7F435793,802,1107
iwa.11-23,A5DC5BAB0B1E7B93,A5DC5BAB0B1E7B93,802,1009
Sonnytown,CBE2454C98BE38F6,CBE2454C98BE38F6,802,1052
max the cool dog,CCADF1937556D427,CCADF1937556D427,802,1134
PartTimeIowa_RBL,F8266C0AC354A93C,F8266C0AC354A93C,802,939
VRS_Dorkus,13AEDD5711107888,13AEDD5711107888,802,921
CIC_IAMHRRY,DE08122FC51FBF76,DE08122FC51FBF76,802,1064
AwesomeBrick,4E74A0C348FD317A,4E74A0C348FD317A,801,948
thesixers,B2D598042ABA6C7D,B2D598042ABA6C7D,801,980
Nando_AK,D6D028A669631FFF,D6D028A669631FFF,800,1087
GO-Cronides,968E12D14D8B0FF3,968E12D14D8B0FF3,800,535
Scary_DiverDime,ACC40B270A253E2,ACC40B270A253E2,800,997
Dr.Caster,70E51A07590BB93E,70E51A07590BB93E,799,980
cooldude72,F4AFE2B1F500440D,F4AFE2B1F500440D,799,1060
RBL_BINK2000,83C5E76D40F3E547,83C5E76D40F3E547,799,1041
lilnuts,9F5C786739697184,9F5C786739697184,799,978
Big._.P,18C1AF7CFAB2BAAF,18C1AF7CFAB2BAAF,798,1067
88SauceBoss,B1888DE219B3471A,B1888DE219B3471A,798,961
TTP.DaDdYmAnNy,6DEC91FEFFD7BC45,6DEC91FEFFD7BC45,797,1022
Morake,15F63463B94ADBA2,15F63463B94ADBA2,797,878
S-Dragon,D7DC1794BC43FA04,D7DC1794BC43FA04,797,954
-WOLFMAN-®_ITABOYZ,AEBD51724DA2F950,AEBD51724DA2F950,797,1022
AOC_WEONCITO,564528D7BE4FB55E,564528D7BE4FB55E,795,0
kota_L.L.L,31E847C9488DDCA2,31E847C9488DDCA2,795,926
Jim_Austin,B1955C5AD2B3FCF,B1955C5AD2B3FCF,795,1090
SKS_sandmanb14,70C69EB384329FD4,70C69EB384329FD4,794,924
ToxicBully,B79A4CF4159F6C35,B79A4CF4159F6C35,794,927
BabaYagaOG,67A1A1AAF43C6263,67A1A1AAF43C6263,794,875
Zed24,59E543045DC53656,59E543045DC53656,794,918
girotin,607F3BC285A7C737,607F3BC285A7C737,794,962
Bucefalo_Rome,73FB58386907F804,73FB58386907F804,793,1107
Scary_Saboko,9F690E9BB0A1044D,9F690E9BB0A1044D,792,945
Markekee,8BA31B115E7FA99B,8BA31B115E7FA99B,792,1030
TheJuiceGamer,92A13374C0DE392B,92A13374C0DE392B,789,994
Bro_FR_PerfectDark13,4EAECCE17F860AE9,4EAECCE17F860AE9,789,1008
Omaline1234,E23F0948A8C9414E,E23F0948A8C9414E,789,1023
Saddest Clown,C6F2F89F8EF841,C6F2F89F8EF841,789,1038
EYagmur,BCBAE57822E65185,BCBAE57822E65185,788,1101
Bolleknolle,D81FE9D91BDC3D4C,D81FE9D91BDC3D4C,788,1065
JTDubzZ,C540D3947B35504B,C540D3947B35504B,788,943
eGG911,39666EA72C7EB47,39666EA72C7EB47,787,1031
rpotter_,55DCEEC19F045F57,55DCEEC19F045F57,787,1072
AllTheBaconAndEGGz,E4CB0E373C7F2860,E4CB0E373C7F2860,787,913
BeeBooBop,D4FFAA4A5DC2FFE8,D4FFAA4A5DC2FFE8,786,1051
.Papa.Dragon.,BE482B3F1B2C8067,BE482B3F1B2C8067,786,1018
Waffles.NB,301B1B2C9E4F3D30,301B1B2C9E4F3D30,786,990
Cliptis#GG,E742CCDBD2CE4DED,E742CCDBD2CE4DED,786,1038
Psycho.Bunny,30D1B0B09E4BBADE,30D1B0B09E4BBADE,785,949
JADOW,A67B2A5ADE59B7C2,A67B2A5ADE59B7C2,784,1070
TTP.FDdb,19F0F86C69D8184A,19F0F86C69D8184A,784,1030
ORION_ANUBIS,CEA8984DA1171172,CEA8984DA1171172,784,1040
Who's Your Daddy?,4BC30DD727094EA3,4BC30DD727094EA3,784,1070
Jakester001,9F2432A79A3615BF,9F2432A79A3615BF,784,1036
ORION_EBONY_FR,EFBFBDEA03FBB708,EFBFBDEA03FBB708,784,1038
BenAbducted,8408A1D334EAF04A,8408A1D334EAF04A,784,1013
SV_EnzoTheViking®,25948E5FD95E0407,25948E5FD95E0407,783,1008
TantricThrower,CAE317C3FA445956,CAE317C3FA445956,783,1073
Krafft,6DE9DB341F89C759,6DE9DB341F89C759,783,1073
KyraNode,252D2F9E58CE94B4,252D2F9E58CE94B4,783,1004
FCKNCHUCKY,1DDF77881467D1F4,1DDF77881467D1F4,783,937
gamingwithzach,58370429098B5825,58370429098B5825,782,999
KingSlayerMac.NB,37659BA07C6645E8,37659BA07C6645E8,782,1025
shibe.i,7C15124D0A0EEEB,7C15124D0A0EEEB,782,1092
Atheistbro,9FAB76F51817685A,9FAB76F51817685A,782,1091
Bobby_Vegas,B24D69C1B63F2575,B24D69C1B63F2575,782,981
THC-DrunkenMonkey,7DBE184F632EE7D5,7DBE184F632EE7D5,782,1057
Mad_Tatter91_TTV,50C8062AB66FB9D7,50C8062AB66FB9D7,782,969
The_Don_84,2F02AF480C1B7676,2F02AF480C1B7676,781,999
ALex From [CHN],F9F21325130975C,F9F21325130975C,781,1081
Frost_Bite17,EA604A64B44CCACB,EA604A64B44CCACB,780,1104
DiamondHandsApe,9E799A1CD836903C,9E799A1CD836903C,779,936
TTV-kingme848,B97FF425A529DCE6,B97FF425A529DCE6,779,935
OOOOOWWEEEE,2E1A19ED9ABDEBDE,2E1A19ED9ABDEBDE,779,895
CEA_SILVER,DDD5FA08552E0969,DDD5FA08552E0969,778,1121
DenisUr,D3C31A35706B04A7,D3C31A35706B04A7,777,977
THC_Badboy38,E98D9744DEE72E32,E98D9744DEE72E32,777,937
Mike_Hancho_1,99B78261426FB7B4,99B78261426FB7B4,777,991
SKS_DarlingNiki,BB4282923EB5DEEB,BB4282923EB5DEEB,777,995
Dunk_007,DA944533A767A7B7,DA944533A767A7B7,776,981
IFF-FR-Pitalia,7A2F50B054290CC6,7A2F50B054290CC6,776,921
THC_GotEmThaGoat,9B4F012A0C8A5CC5,9B4F012A0C8A5CC5,776,1043
JABBATHEHUTTA,BBFC0B27F98BA1B6,BBFC0B27F98BA1B6,775,1053
VRS_Sebas,9BFCBE23A6293F36,9BFCBE23A6293F36,775,1089
BunnyJoker,31D297426E2FFDFE,31D297426E2FFDFE,774,1017
EragonIII,DBEF7B96791EBD,DBEF7B96791EBD,774,902
A.K.M_CataGl1TcH,733A2B685B809C7C,733A2B685B809C7C,773,1046
GyozaMajiSaikou,96E7C136CCC55FD2,96E7C136CCC55FD2,773,966
BirdBrain2000,997BFC72D9DD293D,997BFC72D9DD293D,773,1017
btk_Vraptorr,5799B0444E24ED70,5799B0444E24ED70,773,1051
OSIRIS_FR,7FC860994DE2F8F6,7FC860994DE2F8F6,773,968
PickleMan1.0,544B5D182446125E,544B5D182446125E,772,1091
Bash_Bros_Dad,4FA8FB34788E85B8,4FA8FB34788E85B8,772,950
MrMcSkittles,82D86C3C8C0CA7D8,82D86C3C8C0CA7D8,772,1039
P.T.S.D.Edward_1,C18A79EA074ADB58,C18A79EA074ADB58,772,1060
Mfs_Mishmial,6B90F3A71866EE8F,6B90F3A71866EE8F,771,967
sSilent.DnEL,3EFBA635F4434A4C,3EFBA635F4434A4C,771,967
NightHawk_FPV,2FE49A1858786CEF,2FE49A1858786CEF,771,1007
Starlight.Steel,70C3D0D993718B46,70C3D0D993718B46,771,1015
Watchmelose,C47F743AC25CA09A,C47F743AC25CA09A,770,980
RaY33666,948B09F96B228C1,948B09F96B228C1,770,1034
ZPeter02,CC0A52EF00CD8ABC,CC0A52EF00CD8ABC,770,934
ab_9000,E3A96ECA8A0E70FC,E3A96ECA8A0E70FC,770,1026
KTRogue,A5002FFF4E62C460,A5002FFF4E62C460,770,1094
Dirtyban,972D17D84B096089,972D17D84B096089,770,943
Mayor91,57FDA1E3EF0D57BC,57FDA1E3EF0D57BC,769,893
M.I.A_13simpy,3042EE97BBE20DA1,3042EE97BBE20DA1,769,944
SethMc316,4C834E9F9ED30D66,4C834E9F9ED30D66,769,1001
StewTV,6260D173E9ED430,6260D173E9ED430,768,1040
smelly.pooh,287A16713AAC3DC9,287A16713AAC3DC9,768,793
A.K.M_VividKiller420,46D93915047DE540,46D93915047DE540,767,986
FBI2.0,8DC7C004DC5A3CAD,8DC7C004DC5A3CAD,766,880
ENO_SPoT,BD9F6D16A0ECBD19,BD9F6D16A0ECBD19,766,1079
HungryMayo,89DED67A278750E8,89DED67A278750E8,766,910
DirtyDan792,61136E9938A163F8,61136E9938A163F8,766,1119
Puma_WWW,E20F4AC33EDDC4F3,E20F4AC33EDDC4F3,766,991
lindgrenos,28BC37B08FCDFF81,28BC37B08FCDFF81,765,1024
OMEGA_Mr.Gunner,12EB1885E45F3045,12EB1885E45F3045,765,994
RBL_Giod62890,15F726D7BB9140F8,15F726D7BB9140F8,765,930
Kotic.VR,26B39AE7B80B28A7,26B39AE7B80B28A7,764,883
rbl_hairball25,E28B57F7CFF59729,E28B57F7CFF59729,764,1030
Mossy76_OMG,DA8416EC71FC3C66,DA8416EC71FC3C66,764,1032
LiucyWang,B90D002C331076B6,B90D002C331076B6,763,939
NOX2,FEAB115E1C3F66D7,FEAB115E1C3F66D7,763,1064
upppenheimer,8B37BF05424F3D07,8B37BF05424F3D07,763,945
PsyFi-,DB779B5A2568F4CC,DB779B5A2568F4CC,761,1005
S.A.O_JRock23,F56A9B8E3238AE6,F56A9B8E3238AE6,761,985
BeAstLyfe,38A26E7D238FBE80,38A26E7D238FBE80,761,903
VETS.AlphaRecon,55E2358D94A155,55E2358D94A155,761,1005
CEA_NoLongerInPhilly,11CAF6AD83D4B084,11CAF6AD83D4B084,761,1103
cfavela123,47F2CB2698795F34,47F2CB2698795F34,760,981
CROW_ash_lt,307AA9ABE513270F,307AA9ABE513270F,760,1038
Muiser,9B39E1D20F24075A,9B39E1D20F24075A,760,1006
TheUnlucky13,8C2F62DA639DA357,8C2F62DA639DA357,760,947
Kempy_Wales_HTTA,AD04C0C21AACF21B,AD04C0C21AACF21B,760,940
DanteButler,E443E3D7A620E18D,E443E3D7A620E18D,759,1012
PAUL.UK,5E3600087CD3E53F,5E3600087CD3E53F,759,820
TLP_Pain_SWE,7A4A7C18D9882922,7A4A7C18D9882922,759,999
BTK_Olavbrge09,E7169727A3647E81,E7169727A3647E81,759,857
CIC_MoodyDad,8D05C79555DAE611,8D05C79555DAE611,759,1024
🦅c̵̡̤̞̥̈͒̒́̏͝͠oup,6B7A477063DAB472,6B7A477063DAB472,759,917
THC_Shayde04,A14C3DFF478BCC07,A14C3DFF478BCC07,759,926
cheif99-FUK,F5603D57303861EF,F5603D57303861EF,759,1092
ARES_randombaz,18B07B30582EEAE2,18B07B30582EEAE2,758,896
Bobby_Bones,CE08D16D43800B27,CE08D16D43800B27,758,997
DAD_BODS_KillaBoni,94A681E64CF5EBA,94A681E64CF5EBA,757,1043
Tetsuro_L.L.L,610D51BA73A84F1F,610D51BA73A84F1F,757,1051
BibbleBobble13,4A00039CA5140A66,4A00039CA5140A66,757,966
BCKLewis_HTTA,DF9F2BF58D524C3,DF9F2BF58D524C3,757,1037
M.I.A_ReyClauVR,2BB6694ACEE4D15A,2BB6694ACEE4D15A,757,1024
The.Clown.Prince,AAF893737ED69041,AAF893737ED69041,757,972
Sergeant_Solsen,B918853EE1D0DB37,B918853EE1D0DB37,756,936
PDV123,9055111FCD41846E,9055111FCD41846E,756,975
LawlessScorpio,22F1920EB134B6B6,22F1920EB134B6B6,756,1062
SpiceyWeinerVR,660A0F1A64130F62,660A0F1A64130F62,756,1079
nicolaslobianco,CE1EAE819015AB0F,CE1EAE819015AB0F,756,914
dayglowpizza,5355F3FD50B0B543,5355F3FD50B0B543,755,1032
Kyle8allthecookies,5BCD622371AE3BAB,5BCD622371AE3BAB,755,873
Sapphire2889,3E0F07034D2E830,3E0F07034D2E830,755,941
Sapphire2889,9F56082143201E3F,3E0F07034D2E830,755,905
larroude,308648430A710268,308648430A710268,755,940
THC_HBombz,A8E553147EF4A186,A8E553147EF4A186,754,478
RA_FR,501650C21B505BED,501650C21B505BED,754,962
fonyan,C4C9E940B3D26E7A,C4C9E940B3D26E7A,753,937
DTGxbdog2013,A54C119F7EC51CED,A54C119F7EC51CED,753,0
ENO_Ender4Mod,D522FFF97C9E8906,D522FFF97C9E8906,753,861
philippploner,8F310D7F890DD124,8F310D7F890DD124,752,885
Sodapopss,EF0C5C78F428A9D8,EF0C5C78F428A9D8,752,945
MAD_YOUR_BAD,2238E078C79C651B,2238E078C79C651B,752,883
algodoogle,7C27E7D7AFFCBCF8,7C27E7D7AFFCBCF8,752,879
OMEGA_DizZ,5D6258435755247A,5D6258435755247A,751,919
BuddhaGrind,CF587CD6C15BCB19,CF587CD6C15BCB19,751,902
RBL_dslack3,28045D3FE2AA0361,28045D3FE2AA0361,751,1022
sexwithaustin_Eple_SWA,93F5DE7DA0A4B631,93F5DE7DA0A4B631,751,970
THC_OffensiveJoke,1085C86833749FDF,1085C86833749FDF,750,856
Mint_,6062E88701A2D580,6062E88701A2D580,749,964
BadBoys_Han69,97995E2B2B5B85F3,97995E2B2B5B85F3,748,995
Ban_Aclick,66D38EFF46777E68,66D38EFF46777E68,748,1000
RYOHEI_L.L.L.TF,A66DA1A307C25873,A66DA1A307C25873,748,990
OMEGA_xX.THRASHER.Xx,8F686C22DD3CFE8E,8F686C22DD3CFE8E,748,942
parm-singh,BD572965470C9AA1,BD572965470C9AA1,748,867
killionaire1,2B48E9955B3B84EF,2B48E9955B3B84EF,748,1023
BadBoys_SCHIGGY!!!,92FDE1FCB486709C,92FDE1FCB486709C,748,928
GO_The.Sean,9EF5E390284D97A0,9EF5E390284D97A0,747,1038
troviusk,7626DDCCE220D4B8,7626DDCCE220D4B8,747,931
vYurii,C92A5D2312E3A438,C92A5D2312E3A438,746,938
Masioka,72707B2C99E23E63,72707B2C99E23E63,745,944
SWA_WhiteGator99,F5F8C68D8309EEBB,F5F8C68D8309EEBB,745,993
Eliasishot,354DFEC86B14CBFD,354DFEC86B14CBFD,745,900
ChrisG_rr,41440D2CDD1E909A,41440D2CDD1E909A,744,753
NoSpiritWind,60FC04BA519CE0ED,60FC04BA519CE0ED,744,937
HGH_DaneGleeSack,F70B87A52B5DE456,F70B87A52B5DE456,743,958
Tlambo16,115A704627E964A2,115A704627E964A2,743,822
marko.42,5BADE420A7D05052,5BADE420A7D05052,743,945
OMEGA_DOUCHBAGS,5CD41DAA2134B2C3,5CD41DAA2134B2C3,743,961
The_Locksmith_Jr,88E4484B141F5623,88E4484B141F5623,742,785
chapman77,9A62CB1030CF03E5,9A62CB1030CF03E5,742,852
Peejer,991D49A4D0B20D9F,991D49A4D0B20D9F,742,949
itz_Loonie,8C44F89DCEFC8857,8C44F89DCEFC8857,741,880
SAO_Devy,A221355BCE40DB15,A221355BCE40DB15,741,0
IFF-NL-Burrie,2BF4D91898FB4C9F,2BF4D91898FB4C9F,740,947
HGH_E,742D24C889319CFE,742D24C889319CFE,740,912
MileyVirus,DEC544976802A1A6,DEC544976802A1A6,739,940
DELxPAWN,F305BAAA4EAAE41A,F305BAAA4EAAE41A,739,883
jensational_TTV,D11BE4964198E7E7,D11BE4964198E7E7,739,892
DocHolliday1,8B6F66461958CCA8,8B6F66461958CCA8,738,963
Fatal_Reality,76BCBED0D2AD305A,76BCBED0D2AD305A,738,976
ChummyBoar,E22B43A70C850523,E22B43A70C850523,738,997
KIN_PHiINn,103022ADF7AE9279,103022ADF7AE9279,737,952
weestan,96281CE0D9E3D12B,96281CE0D9E3D12B,737,846
hummusdaddy,81CC8692042358B9,81CC8692042358B9,736,927
S.H.A.M.A.N,AD185BEBDD909427,AD185BEBDD909427,735,1033
CHAOS.WilliamK4th,99EF13D1F5C4AF82,99EF13D1F5C4AF82,734,924
Elchaponico,B2EB09CCD7DA2C3A,B2EB09CCD7DA2C3A,734,942
esp.bujia,F8502E5B1342B7B0,F8502E5B1342B7B0,734,1012
gato.9,C18E349D38BC592F,C18E349D38BC592F,734,923
StarwindVR,F3F7D58FFE41CBB4,F3F7D58FFE41CBB4,734,949
Trop.tard.t.es.mort,2C39666DB3F8F316,2C39666DB3F8F316,734,955
MattMan_VR,F4D99E21C4B2FA96,F4D99E21C4B2FA96,733,999
RoHan_DK,D32982B05AC77F82,D32982B05AC77F82,733,926
The_WhiteGeckoVR,7C95470878CA99C2,7C95470878CA99C2,733,984
DZON_DZAGA_XA_A,A995A8E9F8246F27,A995A8E9F8246F27,732,983
Larxy,22FB7023ECDF529A,22FB7023ECDF529A,732,893
LCA-ThePrimeDirector,B373C03C1587F28A,B373C03C1587F28A,732,968
AdoboMexicano,7048E8DF95E9EEDF,7048E8DF95E9EEDF,732,871
FurMom08,8359AF2B3BA05C06,8359AF2B3BA05C06,732,818
LukeB312,A8B3929A1778BE39,A8B3929A1778BE39,731,0
THC_GEODOG360,723EBB028D5A192,723EBB028D5A192,731,1040
RBL_EpicButterfly,7AA9A2825B19FDE1,7AA9A2825B19FDE1,731,996
Garbonzo_,44A18665D2008DC6,44A18665D2008DC6,731,973
BadBoys_Jeragan,452026D8BB6C9922,452026D8BB6C9922,731,915
lilmatthew1657,6FA6EB1982C02377,6FA6EB1982C02377,731,819
CIC_T04ST,C9BC9413CD871178,C9BC9413CD871178,731,989
Crash,CFD2BDA3EA42271F,CFD2BDA3EA42271F,730,1006
Ethacorn,345937761DBA9740,345937761DBA9740,730,929
Reaper_uk,B622A10C62B5724,B622A10C62B5724,730,981
Barbatos704,29C4013B2CDBDFB1,29C4013B2CDBDFB1,729,867
The_Ozman,79DE8FC66EB46A42,79DE8FC66EB46A42,728,912
Srixon71,DAB84E33EF1FB7A3,DAB84E33EF1FB7A3,727,882
ENO_NEEDOHH,19C5D9D9345BFE40,19C5D9D9345BFE40,727,892
Polydor-FR,BE68EFB23CB6BE14,BE68EFB23CB6BE14,727,930
Vexxy_Vatashi,90C649317C9DC0AF,90C649317C9DC0AF,726,934
Rythat1guy,765E29220A77E744,765E29220A77E744,725,913
xXxSIMIANxXx,C5BB97F3CCDAB782,C5BB97F3CCDAB782,725,970
UnscrambledEgg,653DE36EE4A80620,653DE36EE4A80620,725,0
R.o.x.x.r.o,E82F7FF7B16A34FA,E82F7FF7B16A34FA,725,946
Neck_crank,AB06A5AD4459DD61,AB06A5AD4459DD61,725,1017
sakula_03,A5DCF6DF2B7759C4,A5DCF6DF2B7759C4,723,814
PAPADETIEMPO,910E365BA1A630F9,910E365BA1A630F9,723,847
LALA-,43B4B8BEA16BF112,43B4B8BEA16BF112,723,802
0_ROY.JPN.ROY_0L.L.L,948C3BC00D5486FC,948C3BC00D5486FC,723,841
Powerbean,4025278770BBA0BA,4025278770BBA0BA,723,991
iampatrik84,7D6C50872E4CEADD,7D6C50872E4CEADD,723,760
SWA_DaeDae95209,1DB9E686B937050B,1DB9E686B937050B,722,1004
HoneyBad9er,E8C0959C0E1654F3,E8C0959C0E1654F3,722,933
ruskid,28FFC50F8C044B2C,28FFC50F8C044B2C,722,904
SuperTaro_PPD,570B0EB56A8CB71,570B0EB56A8CB71,721,863
Shit.,EEEE6A3E92C39CA6,EEEE6A3E92C39CA6,721,971
WWCMichaelKennedy,FDFDB75345CDB497,FDFDB75345CDB497,721,861
Darkentity,6C20CE3783293DD1,6C20CE3783293DD1,721,957
ee.e,BB9D661A808A28ED,BB9D661A808A28ED,721,895
T4A2C0O,16096D15012EA58E,16096D15012EA58E,721,985
M_colt_ISR,E91F496741C98B53,E91F496741C98B53,720,926
JediMindTryx29,2F47098000848D88,2F47098000848D88,720,938
Futt Bucker,F814AEB67089F126,F814AEB67089F126,720,909
Jayster_POTR,5664829DE889024F,5664829DE889024F,720,961
VRS_Sandanwii,D4A8374AB15B1C1F,D4A8374AB15B1C1F,719,943
jaceistheplace,B07EED505FB3C9A5,B07EED505FB3C9A5,719,954
cc_avenger,FFC3DCA8C3BC473E,FFC3DCA8C3BC473E,719,960
BFF_Sneaky_Swede,E1A00F77B54A261D,E1A00F77B54A261D,718,828
DaddyDev69,66E50C97EA397C00,66E50C97EA397C00,718,913
pandamoon1,E19A7BE84D396CF2,E19A7BE84D396CF2,718,912
Buffoon42069,79ADBFA552999570,79ADBFA552999570,718,981
PowerFamily,173C120736BC5283,173C120736BC5283,717,840
TheCreeper.VR,10D36666BA439D32,10D36666BA439D32,716,966
SV_GG6-SWE®,A5393288AF15DC7B,A5393288AF15DC7B,716,890
JamieM74,606541CFD09E592C,606541CFD09E592C,716,919
KIN_Choharu,D9C69A1163B1E6CF,D9C69A1163B1E6CF,715,923
DESP3RADO,BB5F6C577628327D,BB5F6C577628327D,715,941
Scary_nontan16g,BAA6DD592CFD02C5,BAA6DD592CFD02C5,714,768
Magpie_From_NZ,DC750B20DFA10B32,DC750B20DFA10B32,714,879
4KingRun,337AD0B3F88D7897,337AD0B3F88D7897,714,989
Purple_Milk,282610C1D11362BF,282610C1D11362BF,714,866
AgentAsham,7EAA87DDEFABD9D2,7EAA87DDEFABD9D2,714,913
T.K.O_JOKER,8072F6E3FA1C578,8072F6E3FA1C578,714,918
CrazieCat,C9DC206820B6EF1,C9DC206820B6EF1,712,527
Duke_kaboonn,15A38AA0AFC58D37,15A38AA0AFC58D37,712,949
IncognitoL48,73AAE74E3D152131,73AAE74E3D152131,711,886
GO_Jhoneyluvv,EAE47944FC88314A,EAE47944FC88314A,711,679
OMEGA_SwEaTyChRmPiTz,E8F0362530B7CEF7,E8F0362530B7CEF7,711,835
Pools_Closed,BC962E2B6A65BA2B,BC962E2B6A65BA2B,710,896
Skitt.s,BC7BDCE317786F11,BC7BDCE317786F11,710,947
SiX_xAgentYT,A317874E37C56A4B,A317874E37C56A4B,710,870
JPB_iganaki_PHA,5557D310CCF7951F,5557D310CCF7951F,710,811
Ryan0560,E49149B7A00EE61F,E49149B7A00EE61F,710,895
CIC_MindOfSunshine,3118665E7983E380,3118665E7983E380,708,863
Jen.Jen09,B008051C27CB48A2,B008051C27CB48A2,708,428
FluffyPenguin35,E62EA44EEAF7BDB7,E62EA44EEAF7BDB7,707,860
MrWhitty2000,B1F89DDFF3290366,B1F89DDFF3290366,707,863
THCElusiveSmoke,676D0D49E299041F,676D0D49E299041F,706,891
